,jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap
20562,JVASP-107402,225,Fm-3m,K2BiAuBr6,-0.98635,OptB88vdW,0.229
20563,JVASP-16218,194,P6_3/mmc,Ti2GeC,-0.84773,OptB88vdW,0
20564,JVASP-101886,1,P1,SnH20C11O6,-0.42432,OptB88vdW,3.892
20565,JVASP-102731,38,Amm2,LaCeF6,-4.30185,OptB88vdW,0
20566,JVASP-101998,19,P2_12_12_1,H2C4O3,-0.50324,OptB88vdW,2.552
20567,JVASP-107018,42,Fmm2,ZnCu2SnSe2S2,-0.45794,OptB88vdW,0.081
20568,JVASP-104697,115,P-4m2,Sm2CdSb4,-0.70339,OptB88vdW,0
20569,JVASP-12941,12,C2/m,ZrTe2Br5,-0.95344,OptB88vdW,0.98
20570,JVASP-51203,216,F-43m,ReRuBr,1.29881,OptB88vdW,0
20571,JVASP-106923,225,Fm-3m,Rb2AlAuBr6,-1.18931,OptB88vdW,0
20572,JVASP-19898,227,Fd-3m,HoIr2,-0.88265,OptB88vdW,0
20573,JVASP-5683,7,Pc,GaTeI7,-0.25238,OptB88vdW,1.556
20574,JVASP-14174,194,P6_3/mmc,Cr2GaN,-0.36032,OptB88vdW,0
20575,JVASP-102630,164,P-3m1,BaGa2H2,-0.5138,OptB88vdW,0
20576,JVASP-42211,1,P1,Ni3OF5,-1.57186,OptB88vdW,0.016
20577,JVASP-103820,1,P1,H6C12S2O,0.05498,OptB88vdW,1.101
20578,JVASP-102843,139,I4/mmm,Li3FeO4,-1.81221,OptB88vdW,0
20579,JVASP-16166,71,Immm,Ba3Al2Si2,-0.4564,OptB88vdW,0
20580,JVASP-107073,119,I-4m2,CeGa3Cu,-0.47633,OptB88vdW,0
20581,JVASP-105365,8,Cm,Tm2Ga3Ni,-0.66504,OptB88vdW,0
20582,JVASP-107638,12,C2/m,MgV2O6,-2.63326,OptB88vdW,2.45
20583,JVASP-102789,44,Imm2,Ce2Ge3Rh,-0.80502,OptB88vdW,0
20584,JVASP-15332,189,P-62m,Dy6FeSb2,-0.57377,OptB88vdW,0
20585,JVASP-52999,176,P6_3/m,Sr3FeN3,-0.85945,OptB88vdW,0
20586,JVASP-106858,136,P4_2/mnm,NaO2,-0.86933,OptB88vdW,0
20587,JVASP-102583,225,Fm-3m,YCdRh2,-0.60142,OptB88vdW,0
20588,JVASP-107349,15,C2/c,Cu2S,-0.15022,OptB88vdW,0.132
20589,JVASP-107462,225,Fm-3m,LiThPt2,-1.02787,OptB88vdW,0
20590,JVASP-105301,221,Pm-3m,Tl2F3,-1.81374,OptB88vdW,0
20591,JVASP-103753,12,C2/m,LiCo2CuO6,-1.12401,OptB88vdW,0
20592,JVASP-1171,225,Fm-3m,Na2S,-1.21153,OptB88vdW,2.59
20593,JVASP-106971,225,Fm-3m,PaBiAu2,-0.36427,OptB88vdW,0
20594,JVASP-107142,225,Fm-3m,Rb2LiBiI6,-1.06471,OptB88vdW,1.912
20595,JVASP-16010,139,I4/mmm,Ba2Cd,-0.28169,OptB88vdW,0
20596,JVASP-58227,162,P-31m,BaMgCo4O8,-1.52629,OptB88vdW,0
20597,JVASP-106696,123,P4/mmm,YTmTe2,-1.29757,OptB88vdW,0
20598,JVASP-107242,63,Cmcm,HoSiOs2C,-0.52154,OptB88vdW,0
20599,JVASP-28968,156,P3m1,Te4MoW3Se2S2,-0.3111,OptB88vdW,0.221
20600,JVASP-102476,225,Fm-3m,CuSnPd2,-0.36432,OptB88vdW,0
20601,JVASP-103886,5,C2,TiH6C4O4,-0.67942,OptB88vdW,1.456
20602,JVASP-15172,139,I4/mmm,TmCo2Si2,-0.79235,OptB88vdW,0
20603,JVASP-1447,166,R-3m,NaErS2,-2.01727,OptB88vdW,2.359
20604,JVASP-105233,221,Pm-3m,Pm3Er,0.00212,OptB88vdW,0
20605,JVASP-104819,225,Fm-3m,Rb2AlAgF6,-3.00504,OptB88vdW,3.187
20606,JVASP-13341,227,Fd-3m,Al2CdO4,-2.67653,OptB88vdW,2.978
20607,JVASP-104647,221,Pm-3m,Co4N,0.04007,OptB88vdW,0
20608,JVASP-107299,160,R3m,NdCu4Pd,-0.30901,OptB88vdW,0
20609,JVASP-18759,216,F-43m,ZrNi4Sn,-0.37499,OptB88vdW,0
20610,JVASP-28895,164,P-3m1,TeWS,-0.36123,OptB88vdW,0.151
20611,JVASP-57887,162,P-31m,BaCo4O8,-1.2008,OptB88vdW,0
20612,JVASP-27505,62,Pnma,NdBO3,-3.25646,OptB88vdW,4.771
20613,JVASP-104593,139,I4/mmm,LiSn3,-0.15766,OptB88vdW,0
20614,JVASP-107403,225,Fm-3m,K2AgAsBr6,-0.99162,OptB88vdW,0.672
20615,JVASP-107574,216,F-43m,Be4CoGe,-0.11226,OptB88vdW,0
20616,JVASP-104162,1,P1,H2C3S2O,0.00688,OptB88vdW,1.696
20617,JVASP-106413,225,Fm-3m,K3GaI6,-0.98886,OptB88vdW,0.729
20618,JVASP-104972,38,Amm2,BaVSe2S,-1.37294,OptB88vdW,0
20619,JVASP-18910,194,P6_3/mmc,MnAs,-0.17231,OptB88vdW,0
20620,JVASP-2376,122,I-42d,ZnSiP2,-0.33862,OptB88vdW,1.428
20621,JVASP-2820,129,P4/nmm,KLiS,-1.40079,OptB88vdW,3.347
20622,JVASP-104122,5,C2,H8C13SO,0.01758,OptB88vdW,1.09
20623,JVASP-105095,12,C2/m,Sr4N3,-0.64337,OptB88vdW,0
20624,JVASP-42488,51,Pmma,LiFeF3,-2.43066,OptB88vdW,0
20625,JVASP-104699,71,Immm,Sc2Te3,-1.25826,OptB88vdW,0.041
20626,JVASP-106625,221,Pm-3m,Yb3P,-0.55756,OptB88vdW,0
20627,JVASP-106519,225,Fm-3m,ErCdPt2,-0.9193,OptB88vdW,0
20628,JVASP-107189,225,Fm-3m,LiThRh2,-0.69511,OptB88vdW,0
20629,JVASP-101888,1,P1,TiH10C6O4,-0.55035,OptB88vdW,1.478
20630,JVASP-51164,216,F-43m,ZnCuMo,0.91569,OptB88vdW,0
20631,JVASP-106748,8,Cm,Sm2Ga3Ni,-0.65046,OptB88vdW,0
20632,JVASP-106567,221,Pm-3m,NaGeO3,-1.46384,OptB88vdW,0
20633,JVASP-104756,139,I4/mmm,Be2Co,-0.32961,OptB88vdW,0
20634,JVASP-104925,191,P6/mmm,SrAg3Pd2,-0.3676,OptB88vdW,0
20635,JVASP-104555,194,P6_3/mmc,AcTh3,0.04676,OptB88vdW,0
20636,JVASP-107463,225,Fm-3m,LuScCo2,-0.38872,OptB88vdW,0
20637,JVASP-107143,225,Fm-3m,Rb2NaNdCl6,-2.19141,OptB88vdW,4.902
20638,JVASP-104862,225,Fm-3m,NaTlHg2,-0.08802,OptB88vdW,0
20639,JVASP-15219,225,Fm-3m,HfGaNi2,-0.56133,OptB88vdW,0
20640,JVASP-52375,191,P6/mmm,HfMn6Sn6,0.00923,OptB88vdW,0
20641,JVASP-106697,166,R-3m,YScN2,-2.01655,OptB88vdW,0.091
20642,JVASP-14281,11,P2_1/m,TbYb2PrS6,-1.95633,OptB88vdW,1.111
20643,JVASP-107689,225,Fm-3m,PmPrZn2,-0.37051,OptB88vdW,0
20644,JVASP-18934,227,Fd-3m,HoNi2,-0.5214,OptB88vdW,0
20645,JVASP-1666,166,R-3m,RbHoS2,-2.0395,OptB88vdW,2.336
20646,JVASP-102631,12,C2/m,RhI3,-0.28998,OptB88vdW,0.911
20647,JVASP-105533,187,P-6m2,CePt4Rh,-0.68883,OptB88vdW,0
20648,JVASP-107019,10,P2/m,YbY2Se4,-2.05448,OptB88vdW,1.07
20649,JVASP-4513,163,P-31c,GaAgP2Se6,-0.18368,OptB88vdW,0.362
20650,JVASP-105235,139,I4/mmm,Pm3Mg,-0.018,OptB88vdW,0
20651,JVASP-102790,115,P-4m2,Cd2TeSe,-0.49745,OptB88vdW,0.279
20652,JVASP-16110,186,P6_3mc,NdAsPd,-1.18314,OptB88vdW,0
20653,JVASP-107576,107,I4mm,BiPbBrO2,-1.3426,OptB88vdW,1.767
20654,JVASP-103703,216,F-43m,Li2MgTl,-0.27026,OptB88vdW,0
20655,JVASP-105449,164,P-3m1,Mn2CdTe3,-0.08179,OptB88vdW,0
20656,JVASP-104820,225,Fm-3m,TbRb2NaCl6,-2.22414,OptB88vdW,5.033
20657,JVASP-28392,224,Pn-3m,SiO2,-2.59855,OptB88vdW,5.116
20658,JVASP-1555,216,F-43m,LiZnN,-0.40311,OptB88vdW,0.826
20659,JVASP-106924,225,Fm-3m,Rb2NaAuF6,-2.26216,OptB88vdW,0.572
20660,JVASP-14910,164,P-3m1,Ag2O,-0.08248,OptB88vdW,0
20661,JVASP-4002,139,I4/mmm,Na4Br2O,-1.57861,OptB88vdW,2.19
20662,JVASP-19065,227,Fd-3m,Er2Sn2O7,-2.79186,OptB88vdW,2.879
20663,JVASP-107640,194,P6_3/mmc,Ho2TeO2,-3.09586,OptB88vdW,0.61
20664,JVASP-107408,225,Fm-3m,Rb2ErCuCl6,-1.90783,OptB88vdW,2.525
20665,JVASP-107513,187,P-6m2,TiAl,-0.25334,OptB88vdW,0
20666,JVASP-106972,225,Fm-3m,Pm2PdAu,-0.83568,OptB88vdW,0
20667,JVASP-2823,63,Cmcm,K2CuP,-0.44742,OptB88vdW,1.248
20668,JVASP-15976,139,I4/mmm,BaMg2Ge2,-0.54482,OptB88vdW,0
20669,JVASP-14690,227,Fd-3m,HoAl2,-0.53251,OptB88vdW,0
20670,JVASP-19118,135,P4_2/mbc,SeO2,-0.73201,OptB88vdW,3.415
20671,JVASP-105304,123,P4/mmm,DyCr2Si2C,-0.44933,OptB88vdW,0
20672,JVASP-102844,148,R-3,ZrMnO3,-2.7259,OptB88vdW,1.521
20673,JVASP-22607,229,Im-3m,MoF6,-2.54644,OptB88vdW,4.151
20674,JVASP-47525,15,C2/c,CoAgO3,-0.59076,OptB88vdW,0
20675,JVASP-44062,12,C2/m,Li2Co3NiO8,-1.38493,OptB88vdW,0
20676,JVASP-107350,5,C2,CoNiP2S6,-0.27242,OptB88vdW,0
20677,JVASP-102675,160,R3m,TaTiCN,-1.2024,OptB88vdW,0
20678,JVASP-104973,99,P4mm,Ba2CoNiS4,-1.3241,OptB88vdW,0
20679,JVASP-107244,221,Pm-3m,AlFe3H,-0.15459,OptB88vdW,0
20680,JVASP-16077,166,R-3m,Te4Pt3,-0.35471,OptB88vdW,0
20681,JVASP-22734,221,Pm-3m,KNbO3,-2.67349,OptB88vdW,1.526
20682,JVASP-101889,1,P1,TiH8C5O4,-0.6096,OptB88vdW,2.025
20683,JVASP-2598,221,Pm-3m,Mg3NF3,-2.79107,OptB88vdW,3.927
20684,JVASP-106626,221,Pm-3m,Yb3Ag,-0.15708,OptB88vdW,0
20685,JVASP-102477,225,Fm-3m,DyTlRh2,-0.56659,OptB88vdW,0
20686,JVASP-104649,127,P4/mbm,Pr2CdAu2,-0.77664,OptB88vdW,0
20687,JVASP-1216,224,Pn-3m,Cu2O,-0.52398,OptB88vdW,0.644
20688,JVASP-104597,155,R32,MgBi5,0.07273,OptB88vdW,0
20689,JVASP-102584,194,P6_3/mmc,YEr3,-0.00288,OptB88vdW,0
20690,JVASP-105368,8,Cm,VCr2S4,-0.88328,OptB88vdW,0
20691,JVASP-106414,225,Fm-3m,Li3TlF6,-2.34517,OptB88vdW,3.39
20692,JVASP-104821,225,Fm-3m,Rb2NaPrBr6,-1.8784,OptB88vdW,3.984
20693,JVASP-104123,1,P1,H4C8S2O,0.06136,OptB88vdW,1.473
20694,JVASP-107144,225,Fm-3m,Rb2TlAsI6,-0.8149,OptB88vdW,0.762
20695,JVASP-104863,139,I4/mmm,PPb3,0.21379,OptB88vdW,0
20696,JVASP-107690,139,I4/mmm,Pr3Sm,-0.00796,OptB88vdW,0
20697,JVASP-106799,187,P-6m2,IrW,-0.19903,OptB88vdW,0
20698,JVASP-105136,139,I4/mmm,CdAu3,-0.14224,OptB88vdW,0
20699,JVASP-18604,216,F-43m,ErPbAu,-0.67853,OptB88vdW,0
20700,JVASP-14282,14,P2_1/c,Sn3F8,-2.49727,OptB88vdW,3.306
20701,JVASP-107074,123,P4/mmm,CdNiO2,-0.72236,OptB88vdW,0
20702,JVASP-105238,139,I4/mmm,PmHo3,0.01177,OptB88vdW,0
20703,JVASP-18570,191,P6/mmm,ThAl3Ni2,-0.67075,OptB88vdW,0
20704,JVASP-102532,51,Pmma,MgOs,0.18643,OptB88vdW,0
20705,JVASP-50060,166,R-3m,DyTlO2,-2.57313,OptB88vdW,1.633
20706,JVASP-15095,139,I4/mmm,PrGe2Rh2,-0.86507,OptB88vdW,0
20707,JVASP-103821,6,Pm,H10C17SO,0.00944,OptB88vdW,1.225
20708,JVASP-13345,122,I-42d,Pr2CdS4,-1.71509,OptB88vdW,1.652
20709,JVASP-19916,225,Fm-3m,HgSe,0.07304,OptB88vdW,0
20710,JVASP-106520,221,Pm-3m,Fe3W,-0.00387,OptB88vdW,0
20711,JVASP-14158,113,P-42_1m,BNF8,-1.41776,OptB88vdW,3.418
20712,JVASP-107020,123,P4/mmm,YCoC,-0.37709,OptB88vdW,0
20713,JVASP-104926,155,R32,SrCO3,-2.37879,OptB88vdW,4.598
20714,JVASP-101924,1,P1,ZnH16C10O4,-0.38582,OptB88vdW,4.635
20715,JVASP-18463,164,P-3m1,TiBr2,-1.11189,OptB88vdW,0
20716,JVASP-107301,225,Fm-3m,NbInPb2O6,-1.88781,OptB88vdW,2.673
20717,JVASP-104757,10,P2/m,CaTm2Te4,-1.51176,OptB88vdW,0.615
20718,JVASP-104556,139,I4/mmm,AcCe3,0.07311,OptB88vdW,0
20719,JVASP-106925,225,Fm-3m,Rb2LiNdF6,-3.48673,OptB88vdW,6.832
20720,JVASP-105451,26,Pmc2_1,Mn2AsP,-0.3618,OptB88vdW,0
20721,JVASP-2379,164,P-3m1,Pr2SeO2,-3.16622,OptB88vdW,2.323
20722,JVASP-18760,191,P6/mmm,TbNi5,-0.36581,OptB88vdW,0
20723,JVASP-102791,99,P4mm,Ce2Ga7Pd,-0.57287,OptB88vdW,0
20724,JVASP-14762,227,Fd-3m,SmMg2,-0.08251,OptB88vdW,0
20725,JVASP-103887,1,P1,TiH8C5O4,-0.60252,OptB88vdW,2.819
20726,JVASP-106698,74,Imma,YFeNi,-0.24694,OptB88vdW,0
20727,JVASP-104702,216,F-43m,PrNdAl4,-0.53113,OptB88vdW,0
20728,JVASP-27509,36,Cmc2_1,Er3GaS6,-1.86752,OptB88vdW,2.066
20729,JVASP-102001,2,P-1,H6C11O4,-0.28477,OptB88vdW,2.882
20730,JVASP-15173,129,P4/nmm,USO,-2.62772,OptB88vdW,0
20731,JVASP-107515,139,I4/mmm,Ti4Pd,-0.24178,OptB88vdW,0
20732,JVASP-2259,166,R-3m,YOF,-4.14793,OptB88vdW,5.232
20733,JVASP-11984,194,P6_3/mmc,CoRe3,-0.07452,OptB88vdW,0
20734,JVASP-107641,44,Imm2,Ge2N2O,-0.56656,OptB88vdW,2.535
20735,JVASP-103949,1,P1,ZrH12C8O4,-0.5326,OptB88vdW,1.806
20736,JVASP-105096,10,P2/m,LiCr2O4,-2.14508,OptB88vdW,0
20737,JVASP-102732,148,R-3,La2CoNiO6,-2.46616,OptB88vdW,0
20738,JVASP-18530,71,Immm,Pr3B2N4,-1.43592,OptB88vdW,0
20739,JVASP-104650,164,P-3m1,LiVSe2,-0.93505,OptB88vdW,0
20740,JVASP-60,194,P6_3/mmc,Te2Mo,-0.24068,OptB88vdW,0.765
20741,JVASP-106859,12,C2/m,Cr2HgS4,-0.52453,OptB88vdW,0
20742,JVASP-104011,1,P1,SnH12C6F2,-0.35503,OptB88vdW,2.406
20743,JVASP-4005,221,Pm-3m,Na3ClO,-1.61423,OptB88vdW,2.261
20744,JVASP-58134,227,Fd-3m,ZnCu2O4,-0.82303,OptB88vdW,0
20745,JVASP-106415,225,Fm-3m,K3NdCl6,-2.11666,OptB88vdW,4.437
20746,JVASP-106483,221,Pm-3m,Al3Cu,-0.04534,OptB88vdW,0
20747,JVASP-102676,107,I4mm,SrSmAlO4,-3.44736,OptB88vdW,3.575
20748,JVASP-44480,227,Fd-3m,RbFeO2,-1.42599,OptB88vdW,0
20749,JVASP-51692,227,Fd-3m,Y2V2O7,-3.18015,OptB88vdW,0
20750,JVASP-105139,225,Fm-3m,Ce2TlAg,-0.20096,OptB88vdW,0
20751,JVASP-102478,194,P6_3/mmc,Dy,-0.00492,OptB88vdW,0
20752,JVASP-16034,123,P4/mmm,BaAs2Pd2,-0.75434,OptB88vdW,0
20753,JVASP-19868,141,I4_1/amd,CaSi2,-0.38442,OptB88vdW,0
20754,JVASP-15977,139,I4/mmm,SrSi2Cu2,-0.36866,OptB88vdW,0
20755,JVASP-2100,15,C2/c,BaS2,-1.57516,OptB88vdW,1.625
20756,JVASP-15292,189,P-62m,ErInCu,-0.43522,OptB88vdW,0
20757,JVASP-107145,225,Fm-3m,Rb3CeCl6,-2.11779,OptB88vdW,0
20758,JVASP-18487,166,R-3m,Bi4Te3,-0.17332,OptB88vdW,0.034
20759,JVASP-107410,225,Fm-3m,Rb2GaHgCl6,-1.33933,OptB88vdW,0
20760,JVASP-1669,166,R-3m,RbErS2,-2.0402,OptB88vdW,2.358
20761,JVASP-107246,194,P6_3/mmc,SrCuSi,-0.41929,OptB88vdW,0
20762,JVASP-102632,221,Pm-3m,Lu3GaC,-0.59766,OptB88vdW,0
20763,JVASP-13346,8,Cm,K6Fe2O5,-1.42416,OptB88vdW,0.872
20764,JVASP-2382,82,I-4,Ga2HgS4,-0.55124,OptB88vdW,1.533
20765,JVASP-104758,69,Fmmm,CCl3,0.03559,OptB88vdW,1.817
20766,JVASP-15772,198,P2_13,AlPd,-0.8976,OptB88vdW,0
20767,JVASP-105534,65,Cmmm,CeB2Ir2Rh,-0.68888,OptB88vdW,0
20768,JVASP-106568,225,Fm-3m,NaTl2Sn,-0.12352,OptB88vdW,0
20769,JVASP-107351,38,Amm2,CrB2W,-0.39254,OptB88vdW,0
20770,JVASP-14691,191,P6/mmm,CeZn5,-0.25868,OptB88vdW,0
20771,JVASP-106699,166,R-3m,VPd3,-0.17306,OptB88vdW,0
20772,JVASP-2262,194,P6_3/mmc,ScCuO2,-2.58465,OptB88vdW,2.468
20773,JVASP-2826,129,P4/nmm,NaLiS,-1.35997,OptB88vdW,3.34
20774,JVASP-107076,123,P4/mmm,CaCd3O4,-1.71812,OptB88vdW,0.124
20775,JVASP-104651,63,Cmcm,PrLuS3,-2.10379,OptB88vdW,0.742
20776,JVASP-104703,123,P4/mmm,PrUN2,-1.43527,OptB88vdW,0
20777,JVASP-104823,225,Fm-3m,Rb2LiAsF6,-2.75102,OptB88vdW,4.677
20778,JVASP-52225,8,Cm,TiSnO4,-2.48547,OptB88vdW,1.843
20779,JVASP-106973,225,Fm-3m,PmHoRh2,-0.84379,OptB88vdW,0
20780,JVASP-104557,221,Pm-3m,BaAlO3,-2.8006,OptB88vdW,0
20781,JVASP-106926,225,Fm-3m,Rb2NaTaI6,-0.97002,OptB88vdW,0
20782,JVASP-105370,87,I4/m,U5SiS4,-1.22672,OptB88vdW,0
20783,JVASP-106627,225,Fm-3m,Yb2TlGa,-0.56058,OptB88vdW,0
20784,JVASP-106800,215,P-43m,K3SO4F,-2.19347,OptB88vdW,5.1
20785,JVASP-2703,194,P6_3/mmc,Na3Sb,-0.49852,OptB88vdW,0.51
20786,JVASP-107302,200,Pm-3,Nb6SnGe,-0.19092,OptB88vdW,0
20787,JVASP-54349,127,P4/mbm,Mn2Ga5,-0.07252,OptB88vdW,0
20788,JVASP-107643,42,Fmm2,Ca2CoO3,-2.28781,OptB88vdW,0
20789,JVASP-102586,225,Fm-3m,YTmTl2,-0.36225,OptB88vdW,0
20790,JVASP-2385,129,P4/nmm,NaZnP,-0.45915,OptB88vdW,0.835
20791,JVASP-16011,139,I4/mmm,Ba2Hg,-0.33937,OptB88vdW,0
20792,JVASP-107577,8,Cm,Ca2Zn3Ga,-0.45634,OptB88vdW,0
20793,JVASP-106749,225,Fm-3m,SbTe,0.00253,OptB88vdW,0
20794,JVASP-104927,187,P-6m2,Sr2ZnAs2,-0.93351,OptB88vdW,0
20795,JVASP-18677,216,F-43m,ErCu5,-0.22262,OptB88vdW,0
20796,JVASP-105241,194,P6_3/mmc,PmTm3,0.00558,OptB88vdW,0
20797,JVASP-102533,225,Fm-3m,MgPaPt2,-0.97763,OptB88vdW,0
20798,JVASP-104974,166,R-3m,AsPRh4,-0.53001,OptB88vdW,0
20799,JVASP-101780,110,I4_1cd,Li2B4O7,-2.57751,OptB88vdW,6.269
20800,JVASP-106416,225,Fm-3m,Na2AgRuF6,-1.9193,OptB88vdW,0
20801,JVASP-13348,66,Cccm,CaAl2Se4,-1.29178,OptB88vdW,2.972
20802,JVASP-4516,96,P4_32_12,SiO2,-2.88548,OptB88vdW,5.739
20803,JVASP-16078,225,Fm-3m,V,0.25133,OptB88vdW,0
20804,JVASP-104598,12,C2/m,MgHg2,0.00292,OptB88vdW,0
20805,JVASP-107022,191,P6/mmm,TiVB4,-0.8774,OptB88vdW,0
20806,JVASP-101963,1,P1,CdH16C10O4,-0.37197,OptB88vdW,3.878
20807,JVASP-4149,12,C2/m,Rb2Te5,-0.5848,OptB88vdW,0.22
20808,JVASP-19899,227,Fd-3m,ZrCo2,-0.36543,OptB88vdW,0
20809,JVASP-15587,139,I4/mmm,TlCo2S2,-0.40258,OptB88vdW,0
20810,JVASP-5686,14,P2_1/c,CuSe2Br,-0.20258,OptB88vdW,0.666
20811,JVASP-107249,225,Fm-3m,Mn2VIn,0.16024,OptB88vdW,0
20812,JVASP-106484,221,Pm-3m,AlBi3,0.21457,OptB88vdW,0
20813,JVASP-102845,65,Cmmm,LiCo3O4,-1.17894,OptB88vdW,0
20814,JVASP-103822,1,P1,H6C12S2O,0.04544,OptB88vdW,1.159
20815,JVASP-105454,216,F-43m,LiBH4,-0.31518,OptB88vdW,6.357
20816,JVASP-107691,194,P6_3/mmc,SrSn3,-0.45387,OptB88vdW,0
20817,JVASP-107146,2,P-1,Ca2WN2,-0.88658,OptB88vdW,0.316
20818,JVASP-19851,221,Pm-3m,TiCo,-0.41585,OptB88vdW,0
20819,JVASP-52281,65,Cmmm,Mg3ZnO4,-2.6218,OptB88vdW,3.636
20820,JVASP-105097,51,Pmma,LaTiNO2,-2.93888,OptB88vdW,0.803
20821,JVASP-12942,154,P3_221,SrHgO2,-1.76897,OptB88vdW,2.467
20822,JVASP-107414,225,Fm-3m,Rb2ScAgI6,-1.18315,OptB88vdW,2.037
20823,JVASP-2601,71,Immm,Li2PdO2,-1.53432,OptB88vdW,1.342
20824,JVASP-105305,65,Cmmm,Sm2CdNi2,-0.48014,OptB88vdW,0
20825,JVASP-50883,62,Pnma,TmHO2,-2.84338,OptB88vdW,4.916
20826,JVASP-104864,139,I4/mmm,Pd3Rh,0.06692,OptB88vdW,0
20827,JVASP-106860,122,I-42d,YAlN2,-1.56399,OptB88vdW,2.856
20828,JVASP-21242,62,Pnma,ZnSeO3,-1.14644,OptB88vdW,3.664
20829,JVASP-15473,139,I4/mmm,TmSi2Cu2,-0.52212,OptB88vdW,0
20830,JVASP-104759,123,P4/mmm,Ca4Cd3Au,-0.56293,OptB88vdW,0
20831,JVASP-104558,139,I4/mmm,BaF3,-3.03954,OptB88vdW,0
20832,JVASP-104705,123,P4/mmm,Pb2SeS,-0.61858,OptB88vdW,0.791
20833,JVASP-102734,8,Cm,KLiZn3O4,-1.70331,OptB88vdW,1.653
20834,JVASP-15420,139,I4/mmm,TbSi2Ag2,-0.35993,OptB88vdW,0
20835,JVASP-106927,217,I-43m,VIn3S4,-0.64507,OptB88vdW,1.575
20836,JVASP-14911,14,P2_1/c,AgF2,-1.22394,OptB88vdW,0
20837,JVASP-107078,148,R-3,CaCdC2O6,-1.92643,OptB88vdW,3.572
20838,JVASP-105243,221,Pm-3m,Pr3Ti,0.23898,OptB88vdW,0
20839,JVASP-102479,187,P-6m2,CuNi,0.00767,OptB88vdW,0
20840,JVASP-14286,164,P-3m1,Ti3PO2,-1.96386,OptB88vdW,0
20841,JVASP-1564,166,R-3m,KLaO2,-2.90465,OptB88vdW,3.793
20842,JVASP-14737,227,Fd-3m,ErPt2,-1.13181,OptB88vdW,0
20843,JVASP-106700,166,R-3m,V4HC3,-0.51819,OptB88vdW,0
20844,JVASP-101783,2,P-1,H4C2O,-0.29056,OptB88vdW,4.82
20845,JVASP-107516,156,P3m1,TePdSe,-0.31809,OptB88vdW,0
20846,JVASP-44063,1,P1,LiV6O7F5,-2.57589,OptB88vdW,0
20847,JVASP-104163,1,P1,H9C11SN,0.05346,OptB88vdW,2.516
20848,JVASP-106801,166,R-3m,Hf2Al3Ni,-0.53277,OptB88vdW,0
20849,JVASP-107147,225,Fm-3m,CaCl2,-2.51012,OptB88vdW,4.779
20850,JVASP-106569,194,P6_3/mmc,PmNd3,0.0153,OptB88vdW,0
20851,JVASP-195,129,P4/nmm,CrSe,-0.30108,OptB88vdW,0
20852,JVASP-4008,139,I4/mmm,K4Br2O,-1.61365,OptB88vdW,1.002
20853,JVASP-105535,38,Amm2,DyMnGa,-0.15931,OptB88vdW,0
20854,JVASP-1672,166,R-3m,RbTmS2,-2.03908,OptB88vdW,2.373
20855,JVASP-28418,187,P-6m2,Te2MoWSe2,-0.32166,OptB88vdW,0.348
20856,JVASP-106752,123,P4/mmm,PrPaO4,-3.90767,OptB88vdW,2.57
20857,JVASP-104825,65,Cmmm,LiMnF4,-2.75448,OptB88vdW,0.001
20858,JVASP-42492,63,Cmcm,Ti2CdO5,-2.69693,OptB88vdW,2.558
20859,JVASP-15071,225,Fm-3m,TmSe,-1.72396,OptB88vdW,0
20860,JVASP-102677,123,P4/mmm,Sr2ZrMoO6,-3.07871,OptB88vdW,0
20861,JVASP-22531,58,Pnnm,Bi2SO2,-1.11004,OptB88vdW,0.935
20862,JVASP-106521,221,Pm-3m,Ga3As,0.07464,OptB88vdW,0
20863,JVASP-102792,8,Cm,Cd2InCuSe4,-0.49494,OptB88vdW,0.044
20864,JVASP-102633,127,P4/mbm,CrB2Mo2,-0.41999,OptB88vdW,0
20865,JVASP-105140,139,I4/mmm,Co3Os,0.08242,OptB88vdW,0
20866,JVASP-42216,2,P-1,Li2Co2OF6,-2.11091,OptB88vdW,0.082
20867,JVASP-28393,156,P3m1,CdS,-0.35854,OptB88vdW,0.886
20868,JVASP-43161,164,P-3m1,Li2CoO2,-1.51187,OptB88vdW,0
20869,JVASP-106417,225,Fm-3m,K2RbTiF6,-3.15408,OptB88vdW,0
20870,JVASP-50835,129,P4/nmm,LiCuS,-0.79973,OptB88vdW,1.202
20871,JVASP-106974,194,P6_3/mmc,Pr3Ag,-0.01883,OptB88vdW,0
20872,JVASP-22690,225,Fm-3m,Ba2H6Os,-0.57054,OptB88vdW,1.938
20873,JVASP-3036,189,P-62m,BaNaP,-0.8992,OptB88vdW,0.864
20874,JVASP-104012,1,P1,H8PbC6SO4,-0.50725,OptB88vdW,3.172
20875,JVASP-12985,2,P-1,Al2Fe3Si3,-0.438,OptB88vdW,0.248
20876,JVASP-106485,221,Pm-3m,AsPt3,0.06397,OptB88vdW,0
20877,JVASP-107352,26,Pmc2_1,CrB2Ru,-0.25193,OptB88vdW,0
20878,JVASP-107192,155,R32,MgAu5,-0.28514,OptB88vdW,0
20879,JVASP-1450,166,R-3m,NdTlS2,-1.5781,OptB88vdW,1.71
20880,JVASP-107250,187,P-6m2,ErHSe,-1.51594,OptB88vdW,1.66
20881,JVASP-104975,216,F-43m,AlVFe2,-0.13274,OptB88vdW,0
